title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
Victor's Cleaners,https://www.google.com/maps/place/Victor%27s+Cleaners/data=!4m7!3m6!1s0x89c2599634e9d9cf:0xb09ae607d7af6d17!8m2!3d40.7364279!4d-73.99774!16s%2Fg%2F1tf5lkmz!19sChIJz9npNJZZwokRF22v1wfmmrA,,No website found,,4.5,22,Dry cleaner,"495 6th Ave, New York, NY 10011, United States",+1 212-243-5370,small dry cleaning in new york city,,
Tiktok Cleaners,https://www.google.com/maps/place/Tiktok+Cleaners/data=!4m7!3m6!1s0x89c259b49c5a852d:0x77ab562669e5260e!8m2!3d40.761624!4d-73.9653912!16s%2Fg%2F11ryp78k7d!19sChIJLYVanLRZwokRDiblaSZWq3c,https://tiktokcleaners.com/,,,4.9,28,Dry cleaner,"220 East 60th Street Store#2, New York, NY 10022, United States",+1 646-998-4100,small dry cleaning in new york city,,
John's Cleaners,https://www.google.com/maps/place/John%27s+Cleaners/data=!4m7!3m6!1s0x89c258c765e7be81:0x884718d13e4bd654!8m2!3d40.7698439!4d-73.9517776!16s%2Fg%2F1tycxknj!19sChIJgb7nZcdYwokRVNZLPtEYR4g,,No website found,,4.5,23,Dry cleaner,"1441 York Ave, New York, NY 10075, United States",+1 212-517-9247,small dry cleaning in new york city,,
Wu Cleaners,https://www.google.com/maps/place/Wu+Cleaners/data=!4m7!3m6!1s0x89c259752fc8bd5b:0x1b2d5792cd2e3e90!8m2!3d40.7345128!4d-73.9807961!16s%2Fg%2F1tvw5vjq!19sChIJW73IL3VZwokRkD4uzZJXLRs,http://wu-cleaners.slue.io/,,,4.9,22,Dry cleaner,"356 E 19th St # 2, New York, NY 10003, United States",+1 212-505-9497,small dry cleaning in new york city,,
Elegant Cleaners & Tailors,https://www.google.com/maps/place/Elegant+Cleaners+%26+Tailors/data=!4m7!3m6!1s0x89c259a0a7c35841:0xffee956394a848b7!8m2!3d40.7394361!4d-73.9833133!16s%2Fg%2F1tvymptt!19sChIJQVjDp6BZwokRt0iolGOV7v8,http://www.elegantcleanersnyc.com/,,,4.5,24,Dry cleaner,"168 E 24th St, New York, NY 10010, United States",+1 212-254-4089,small dry cleaning in new york city,,
Choice Cleaners 7,https://www.google.com/maps/place/Choice+Cleaners+7/data=!4m7!3m6!1s0x89c259827614ec29:0xc3b8c904f7f290ac!8m2!3d40.723075!4d-73.9854943!16s%2Fg%2F1tf6hkdx!19sChIJKewUdoJZwokRrJDy9wTJuMM,,No website found,,4.6,37,Dry cleaner,"24 Avenue A, New York, NY 10009, United States",+1 212-387-8986,small dry cleaning in new york city,,
Alba Dry Cleaners & Tailoring,https://www.google.com/maps/place/Alba+Dry+Cleaners+%26+Tailoring/data=!4m7!3m6!1s0x89c25a22811c05df:0xa39179b55a735505!8m2!3d40.7112493!4d-74.0061747!16s%2Fg%2F1tf71vyj!19sChIJ3wUcgSJawokRBVVzWrV5kaM,http://www.albadrycleaners.com/,,,4.4,417,Dry cleaner,"140 Nassau St, New York, NY 10038, United States",+1 212-608-0111,small dry cleaning in new york city,,
Manhattan Cleaners NY INC.,https://www.google.com/maps/place/Manhattan+Cleaners+NY+INC./data=!4m7!3m6!1s0x89c258e80703744d:0x179767b7c4ca9bc9!8m2!3d40.7616389!4d-73.9599776!16s%2Fg%2F11fyywpjvr!19sChIJTXQDB-hYwokRyZvKxLdnlxc,,No website found,,5.0,5,Laundry service,"1142 1st Ave., New York, NY 10065, United States",+1 212-319-5600,small dry cleaning in new york city,,
Sullivan Cleaners,https://www.google.com/maps/place/Sullivan+Cleaners/data=!4m7!3m6!1s0x89c2598dec0d1f1d:0x76c33160edc5482!8m2!3d40.7272696!4d-74.0018706!16s%2Fg%2F1tm8lhpw!19sChIJHR8N7I1ZwokRglTcDhYzbAc,,No website found,,4.1,38,Dry cleaner,"150 Sullivan St, New York, NY 10012, United States",+1 646-661-0226,small dry cleaning in new york city,,
Morris Cleaners | Dry Cleaners | Tailor | Alterations,https://www.google.com/maps/place/Morris+Cleaners+%7C+Dry+Cleaners+%7C+Tailor+%7C+Alterations/data=!4m7!3m6!1s0x89c258ba779f5d99:0x3fcaae20806fad2f!8m2!3d40.7765469!4d-73.9478897!16s%2Fg%2F11b7fw20rn!19sChIJmV2fd7pYwokRL61vgCCuyj8,https://morriscleaners.com/,,,4.5,55,Dry cleaner,"435 East 86th St, New York, NY 10028, United States",+1 212-828-5681,small dry cleaning in new york city,,
Kingbridge Cleaners & Tailors,https://www.google.com/maps/place/Kingbridge+Cleaners+%26+Tailors/data=!4m7!3m6!1s0x89c2598d9baa52e7:0xdd626e984c8fb62!8m2!3d40.7274507!4d-74.0029268!16s%2Fg%2F1td61n64!19sChIJ51Kqm41ZwokRYvvIhOkm1g0,http://www.kingbridge.co/,,,4.1,89,Dry cleaner,"220 6th Ave, New York, NY 10014, United States",+1 212-989-3673,small dry cleaning in new york city,,
Couture Clean New York,https://www.google.com/maps/place/Couture+Clean+New+York/data=!4m7!3m6!1s0x89c2f7c3b8012ebf:0x4fa6ab61316512d0!8m2!3d40.7944751!4d-73.9629608!16s%2Fg%2F11jjsy2f84!19sChIJvy4BuMP3wokR0BJlMWGrpk8,https://couturedrycleanersnyc.com/,,,4.8,211,Dry cleaner,"405 Central Park W, New York, NY 10025, United States",+1 646-466-5521,small dry cleaning in new york city,,
Crown Cleaners,https://www.google.com/maps/place/Crown+Cleaners/data=!4m7!3m6!1s0x89c259972c4bfbd5:0x2ba230c7dfae424f!8m2!3d40.7327675!4d-73.9972889!16s%2Fg%2F1tf6n3d0!19sChIJ1ftLLJdZwokRT0Ku38cwois,,No website found,,3.9,28,Dry cleaner,"13 W 8th St, New York, NY 10011, United States",+1 212-254-2171,small dry cleaning in new york city,,
ABC CLEANERS,https://www.google.com/maps/place/ABC+CLEANERS/data=!4m7!3m6!1s0x89c259769f9a3fa1:0xd46e5b6e57abae1!8m2!3d40.729534!4d-73.978847!16s%2Fg%2F1thvtm5j!19sChIJoT-an3ZZwokR4bp65bblRg0,,No website found,,5.0,35,Cleaning service,"534 E 14th St, New York, NY 10009, United States",+1 212-228-6517,small dry cleaning in new york city,,
Green Touch Cleaners Inc,https://www.google.com/maps/place/Green+Touch+Cleaners+Inc/data=!4m7!3m6!1s0x89c25994a7767e51:0x86e1a72cde0d4c52!8m2!3d40.733652!4d-74.00558!16s%2Fg%2F11dymks9_f!19sChIJUX52p5RZwokRUkwN3iyn4YY,http://www.greentouchcleanersny.com/,,,4.3,11,Dry cleaner,"240 W 10th St store #2, New York, NY 10014, United States",+1 212-620-0222,small dry cleaning in new york city,,
Best Cleaners,https://www.google.com/maps/place/Best+Cleaners/data=!4m7!3m6!1s0x89c258ef5a72214f:0xe6bc7af9d308b4ed!8m2!3d40.7629053!4d-73.9661253!16s%2Fg%2F1v9t_tvk!19sChIJTyFyWu9YwokR7bQI0_l6vOY,https://www.bestcleanersny.com/,,,2.6,5,Dry cleaner,"172 E 61st St #1, New York, NY 10065, United States",+1 212-688-5354,small dry cleaning in new york city,,
Jose Dry Cleaner,https://www.google.com/maps/place/Jose+Dry+Cleaner/data=!4m7!3m6!1s0x89c2f404c64e0871:0xa19a0e9918e1c8ff!8m2!3d40.8568083!4d-73.9287498!16s%2Fg%2F1tm89c9w!19sChIJcQhOxgT0wokR_8jhGJkOmqE,,No website found,,5.0,7,Dry cleaner,"1649 St Nicholas Ave, New York, NY 10040, United States",+1 212-928-0220,small dry cleaning in new york city,,
Pete's Cleaners Inc.,https://www.google.com/maps/place/Pete%27s+Cleaners+Inc./data=!4m7!3m6!1s0x89c258a970ebd33d:0x9387299284d11cc9!8m2!3d40.7195527!4d-73.999003!16s%2Fg%2F1tfgf4bg!19sChIJPdPrcKlYwokRyRzRhJIph5M,http://www.petescleaners.inc/,,,5.0,2,Dry cleaner,"217 Centre St, New York, NY 10013, United States",+1 212-410-4320,small dry cleaning in new york city,,
Dupont Dry Cleaners,https://www.google.com/maps/place/Dupont+Dry+Cleaners/data=!4m7!3m6!1s0x89c2588a8063e455:0xbe86c548f0a7e47c!8m2!3d40.7772384!4d-73.9828527!16s%2Fg%2F1th0cbvf!19sChIJVeRjgIpYwokRfOSn8EjFhr4,,No website found,,3.8,13,Dry cleaner,"214 Amsterdam Ave, New York, NY 10023, United States",+1 212-877-1844,small dry cleaning in new york city,,
"Natural Cleaners-Dry&Wet Cleaning, Suit Cleaning, Tailoring.","https://www.google.com/maps/place/Natural+Cleaners-Dry%26Wet+Cleaning,+Suit+Cleaning,+Tailoring./data=!4m7!3m6!1s0x89c25940d334ee71:0xff0a306d721040fd!8m2!3d40.7290769!4d-73.9536587!16s%2Fg%2F11b7t62r3h!19sChIJce4000BZwokR_UAQcm0wCv8",https://naturalgarmentcare.com/,,,4.7,214,Dry cleaner,"850 Manhattan Ave, Brooklyn, NY 11222, United States",+1 718-383-3505,small dry cleaning in new york city,,
"ByNext - Dry Cleaning, Laundry, Home Cleaning - Gramercy","https://www.google.com/maps/place/ByNext+-+Dry+Cleaning,+Laundry,+Home+Cleaning+-+Gramercy/data=!4m7!3m6!1s0x89c2590a4a998ddb:0x547f86a1754c30c4!8m2!3d40.7386424!4d-73.9799267!16s%2Fg%2F1ttdnxdc!19sChIJ242ZSgpZwokRxDBMdaGGf1Q",https://www.bynext.co/,,,2.3,17,Dry cleaner,"420 2nd Ave, E 24th St, New York, NY 10016, United States",+1 212-251-9630,small dry cleaning in new york city,,
Merit Cleaners,https://www.google.com/maps/place/Merit+Cleaners/data=!4m7!3m6!1s0x89c258e94b6bd69f:0xa23ed752ed2270e0!8m2!3d40.7664472!4d-73.9653381!16s%2Fg%2F1tfzhpdb!19sChIJn9ZrS-lYwokR4HAi7VLXPqI,,No website found,,4.0,9,Dry cleaner,"880 Lexington Ave # 1, New York, NY 10065, United States",+1 212-472-4747,small dry cleaning in new york city,,
Kapri Cleaners,https://www.google.com/maps/place/Kapri+Cleaners/data=!4m7!3m6!1s0x89c25985aed61a37:0xd6fe7cfed4260559!8m2!3d40.7221969!4d-73.9854906!16s%2Fg%2F1tlbvmmd!19sChIJNxrWroVZwokRWQUm1P58_tY,,No website found,,4.2,31,Dry cleaner,"250 E Houston St #2, New York, NY 10002, United States",+1 212-420-8853,small dry cleaning in new york city,,
Potisman Cleaners of New York,https://www.google.com/maps/place/Potisman+Cleaners+of+New+York/data=!4m7!3m6!1s0x89c258b862ba270f:0x797f7e0dd2e98b3d!8m2!3d40.7708833!4d-73.9505408!16s%2Fg%2F1vq75s64!19sChIJDye6YrhYwokRPYvp0g1-f3k,,No website found,,3.0,11,Dry cleaner,"1476 York Ave, New York, NY 10075, United States",+1 212-744-7818,small dry cleaning in new york city,,
NY Wholesale Dry Cleaners,https://www.google.com/maps/place/NY+Wholesale+Dry+Cleaners/data=!4m7!3m6!1s0x89c2f60f70a5a873:0x5ecced7623cf8dae!8m2!3d40.7996439!4d-73.9444551!16s%2Fg%2F1tcyyc22!19sChIJc6ilcA_2wokRro3PI3btzF4,,No website found,,5.0,4,Dry cleaner,"56 E 116th St, New York, NY 10029, United States",+1 212-348-7121,small dry cleaning in new york city,,
Village Tailor & Cleaners,https://www.google.com/maps/place/Village+Tailor+%26+Cleaners/data=!4m7!3m6!1s0x89c2598db7393435:0xbd764d2180089813!8m2!3d40.726245!4d-74.002327!16s%2Fg%2F1v_0knmx!19sChIJNTQ5t41ZwokRE5gIgCFNdr0,https://www.villagetailor.com/,,,4.8,256,Tailor,"125 Sullivan St A, New York, NY 10012, United States",+1 212-925-9667,small dry cleaning in new york city,,
Jerri's Cleaners,https://www.google.com/maps/place/Jerri%27s+Cleaners/data=!4m7!3m6!1s0x89c25996f82f5a47:0x2ca5ee7d278ad3c5!8m2!3d40.73486!4d-73.998388!16s%2Fg%2F1tnhz7b_!19sChIJR1ov-JZZwokRxdOKJ33upSw,http://jerriscleaners.com/,,,4.1,52,Dry cleaner,"444 6th Ave, New York, NY 10011, United States",+1 212-982-2100,small dry cleaning in new york city,,
Liox Cleaners,"https://www.google.com/maps/place/Liox+Cleaners/@40.7808809,-73.9773586,11z/data=!3m1!4b1!4m6!3m5!1s0x89c2597a0e2af763:0xaa4b39381d148d63!8m2!3d40.7808809!4d-73.9773586!16s%2Fg%2F11bbx05w7h",http://www.lioxclean.com/,,,4.3,12,Laundry service,,+1 212-203-7749,small dry cleaning in new york city,,
Crisp Laundry,https://www.google.com/maps/place/Crisp+Laundry/data=!4m7!3m6!1s0x89c259cfbc9ac6ed:0xff65c4a5a530ae62!8m2!3d40.7441354!4d-73.9807257!16s%2Fg%2F11gy501jhr!19sChIJ7caavM9ZwokRYq4wpaXEZf8,http://www.crisplaundry.com/,,,4.5,39,Laundry,"136 E 31st St, New York, NY 10016, United States",+1 917-733-1504,small dry cleaning in new york city,,
Digital Cleaners,https://www.google.com/maps/place/Digital+Cleaners/data=!4m7!3m6!1s0x89c259a5a00ae001:0xe0574eb9578fbcb3!8m2!3d40.7451087!4d-73.9918903!16s%2Fg%2F1vf9d8m4!19sChIJAeAKoKVZwokRs7yPV7lOV-A,,No website found,,3.6,29,Dry cleaner,"107 W 26th St #1, New York, NY 10001, United States",+1 212-243-0044,small dry cleaning in new york city,,
"ByNext - Dry Cleaning, Laundry, Home Cleaning - 63 Wall St","https://www.google.com/maps/place/ByNext+-+Dry+Cleaning,+Laundry,+Home+Cleaning+-+63+Wall+St/data=!4m7!3m6!1s0x89c25b22db739253:0x17df9aa15738b535!8m2!3d40.7058501!4d-74.0088264!16s%2Fg%2F11svwd4lwn!19sChIJU5Jz2yJbwokRNbU4V6Ga3xc",https://www.bynext.co/,,,3.7,3,Dry cleaner,"63 Wall St, New York, NY 10005, United States",+1 347-537-5053,small dry cleaning in new york city,,
Delicate Cleaners,https://www.google.com/maps/place/Delicate+Cleaners/data=!4m7!3m6!1s0x89c258e55a8a8f5b:0x8c95e9db4c579fe4!8m2!3d40.7628294!4d-73.9712085!16s%2Fg%2F1tcvvs5n!19sChIJW4-KWuVYwokR5J9XTNvplYw,,No website found,,5.0,2,Dry cleaner,"480 Park Ave, New York, NY 10022, United States",+1 212-872-1798,small dry cleaning in new york city,,
G & G Cleaners,https://www.google.com/maps/place/G+%26+G+Cleaners/data=!4m7!3m6!1s0x89c2598b715d9ac7:0xdf5a628542d02e81!8m2!3d40.7217481!4d-74.0039828!16s%2Fg%2F126052v2s!19sChIJx5pdcYtZwokRgS7QQoViWt8,,No website found,,4.0,34,Dry cleaner,"311 W Broadway, New York, NY 10013, United States",+1 212-966-9813,small dry cleaning in new york city,,
The Dry Cleaning Company,https://www.google.com/maps/place/The+Dry+Cleaning+Company/data=!4m7!3m6!1s0x89c259ccc0ab0737:0xbb3162d8ea09079!8m2!3d40.7389688!4d-74.0088574!16s%2Fg%2F11szgyhd55!19sChIJNwerwMxZwokReZCgji0Wsws,,No website found,,1.0,2,Laundry service,"107 Horatio St, New York, NY 10014, United States",+1 917-262-0646,small dry cleaning in new york city,,
Belleclaire Cleaners,https://www.google.com/maps/place/Belleclaire+Cleaners/data=!4m7!3m6!1s0x89c259bea79b3cd5:0x1f5356aa08d3327d!8m2!3d40.7419754!4d-74.0006438!16s%2Fg%2F1wb8vm2l!19sChIJ1Tybp75ZwokRfTLTCKpWUx8,,No website found,,3.7,35,Dry cleaner,"156 8th Ave, New York, NY 10011, United States",+1 212-337-2000,small dry cleaning in new york city,,
Cambridge Cleaners & Valets,https://www.google.com/maps/place/Cambridge+Cleaners+%26+Valets/data=!4m7!3m6!1s0x89c259048b89a1fb:0xce732aaa9935804f!8m2!3d40.7478001!4d-73.9740795!16s%2Fg%2F1tkc309b!19sChIJ-6GJiwRZwokRT4A1maoqc84,,No website found,,3.9,11,Dry cleaner,"719 2nd Ave, New York, NY 10016, United States",+1 212-986-4420,small dry cleaning in new york city,,
S56 cleaner,https://www.google.com/maps/place/S56+cleaner/data=!4m7!3m6!1s0x89c258e41713ec27:0xaf21ea9023dd2b33!8m2!3d40.7586788!4d-73.9662166!16s%2Fg%2F11crzrywyv!19sChIJJ-wTF-RYwokRMyvdI5DqIa8,,No website found,,3.2,25,Dry cleaner,"240 E 56th St, New York, NY 10022, United States",+1 212-813-2056,small dry cleaning in new york city,,
